Price,Close,High,Low,Open,Volume
Ticker,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK
Date,,,,,
2022-01-03,2767.065185546875,2796.5020492229055,2757.2528976548647,2786.689761330895,30999600
2022-01-04,2816.126708984375,2825.9389971689893,2767.065268061302,2776.877556245917,44541400
2022-01-05,2757.253173828125,2816.126907077124,2718.004018328792,2806.3146182022906,98910200
2022-01-06,2757.253173828125,2776.877751577791,2727.8163072036255,2776.877751577791,65651200
2022-01-07,2767.065185546875,2786.689761330895,2757.2528976548647,2757.2528976548647,68452800
2022-01-10,2767.065185546875,2786.689761330895,2767.065185546875,2776.8774734388853,44378600
2022-01-11,2767.065185546875,2786.689761330895,2747.4406097628544,2786.689761330895,50367600
2022-01-12,2806.314453125,2806.314453125,2767.06529993444,2767.06529993444,34249200
2022-01-13,2796.502197265625,2816.126774088542,2786.689908854167,2806.314485677083,35763800
2022-01-14,2816.126708984375,2835.751285353604,2776.877556245917,2776.877556245917,43651400
2022-01-17,2825.93896484375,2855.375829060872,2806.3143886990015,2845.563540988498,43188000
2022-01-18,2845.56396484375,2845.56396484375,2786.6902276400865,2816.127096241918,64484800
2022-01-19,2757.253173828125,2825.939195951957,2747.4408849532915,2816.126907077124,103093600
2022-01-20,2816.126708984375,2816.126708984375,2757.2529798766877,2786.689844430531,53067000
2022-01-21,2865.18798828125,2865.18798828125,2796.5019748635486,2816.126550125749,76806800
2022-01-24,2855.375732421875,2855.375732421875,2825.9388692010307,2855.375732421875,44476800
2022-01-25,2835.75146484375,2845.563753649438,2806.3145984266866,2825.939176038062,69268000
2022-01-26,2933.874267578125,2933.874267578125,2835.751382374843,2865.188247935828,140636400
2022-01-27,2963.310791015625,2982.935365790563,2904.437066690811,2933.8739288532183,113618000
2022-01-28,3002.560302734375,3002.560302734375,2963.3111484502656,2992.7480141633478,121145200
2022-01-31,2933.874267578125,3051.621729822063,2924.0619790577966,3051.621729822063,101700800
2022-02-02,2933.874267578125,2953.4988446187813,2924.0619790577966,2953.4988446187813,68769000
2022-02-03,2933.874267578125,2933.874267578125,2884.812824976484,2933.874267578125,60204000
2022-02-04,2933.874267578125,2953.4988446187813,2904.4374020171404,2924.0619790577966,36629400
2022-02-07,2943.6865234375,3002.56025390625,2933.874235026042,3002.56025390625,68867800
2022-02-08,2992.748046875,3031.997201588115,2963.311180840164,2982.935758196721,158581800
2022-02-09,3012.372314453125,3031.996889791582,2982.93545144544,3022.184602122353,107360800
2022-02-10,3031.9970703125,3041.8093585659385,3002.5602055521845,3022.1847820590615,107679400
2022-02-11,3031.9970703125,3051.621646819377,3002.5602055521845,3051.621646819377,81582600
2022-02-14,3061.433837890625,3061.433837890625,2992.7478222969253,3022.1846861227964,76263200
2022-02-15,3100.68310546875,3100.68310546875,3012.3725106927413,3061.4339522349683,67804400
2022-02-16,3081.058349609375,3110.4952128222035,3041.809198658937,3110.4952128222035,74785000
2022-02-17,3081.058349609375,3090.8706373469845,3012.372335446109,3090.8706373469845,103038800
2022-02-18,3081.058349609375,3120.307500559813,3041.809198658937,3071.2460618717655,81303200
2022-02-21,3081.058349609375,3110.4952128222035,3081.058349609375,3081.058349609375,31720800
2022-02-22,3090.870849609375,3100.683138020833,3051.6216959635417,3071.2462727864586,69476600
2022-02-23,3090.870849609375,3120.30771484375,3071.2462727864586,3110.495426432292,85991000
2022-02-24,3022.184814453125,3090.8708329634233,3002.560237735897,3031.997102811739,170297000
2022-02-25,3022.184814453125,3041.809391170353,3002.560237735897,3031.997102811739,163299800
2022-03-01,3002.560302734375,3081.058611302594,3002.560302734375,3012.3725913054022,149532200
2022-03-02,2992.748046875,3031.997201588115,2963.311180840164,3002.5603355532785,110824000
2022-03-04,3002.560302734375,3031.997168447457,2982.9357255923205,3022.18487987643,104914600
2022-03-07,2963.310791015625,2992.7476531780317,2943.686216240687,2963.310791015625,137667600
2022-03-08,2963.310791015625,3022.184515340439,2963.310791015625,2992.7476531780317,104072200
2022-03-09,2992.748046875,3031.997201588115,2973.1234695184426,2973.1234695184426,115109200
2022-03-10,3012.372314453125,3041.80917746081,2982.93545144544,3022.184602122353,105803000
2022-03-11,3002.560302734375,3031.997168447457,2982.9357255923205,3031.997168447457,122401600
2022-03-14,3041.809326171875,3071.2461906186995,2992.747885427167,3002.560173576109,173513400
2022-03-15,3051.621826171875,3090.8709814924136,3051.621826171875,3061.4341150020095,146735400
2022-03-16,3120.307861328125,3159.557016816529,3061.4341280955186,3061.4341280955186,291909800
2022-03-17,3120.307861328125,3179.181594560731,3120.307861328125,3139.932439072327,235559000
2022-03-18,3110.495361328125,3139.932225946372,3090.87078491596,3130.11993774029,212233400
2022-03-21,3145.709228515625,3176.5495150696997,3125.149037479575,3155.9893240336496,162364400
2022-03-22,3155.989013671875,3186.8292971930982,3145.7089191648,3166.2691081789494,112672400
2022-03-23,3197.109619140625,3207.389714379019,3145.709142948653,3155.9892381870477,183894800
2022-03-24,3258.7900390625,3258.7900390625,3166.2691862184543,3166.2691862184543,210909800
2022-03-25,3227.94970703125,3279.3501800731487,3197.1094232061105,3269.070085464769,136083000
2022-03-28,3238.22998046875,3248.510075644841,3207.389694940476,3238.22998046875,95354400
2022-03-29,3258.7900390625,3299.910418104298,3238.2298495416007,3279.350228583399,160112200
2022-03-30,3238.22998046875,3279.350361173115,3227.9498852926586,3269.070265997024,82476000
2022-03-31,3248.510009765625,3279.3502946684634,3227.9498198303995,3258.790104733238,69174000
2022-04-01,3238.22998046875,3248.510075644841,3197.1095997643847,3248.510075644841,62912400
2022-04-04,3217.669677734375,3248.5099621855034,3197.1094881002896,3217.669677734375,82013800
2022-04-05,3217.669677734375,3238.2298673684604,3207.389582917332,3207.389582917332,82378200
2022-04-06,3155.989013671875,3207.3894862072475,3145.7089191648,3207.3894862072475,129476400
2022-04-07,3166.269287109375,3197.1095723734275,3135.429001845323,3155.9891920213577,136162800
2022-04-08,3166.269287109375,3207.389667461445,3155.9891920213577,3207.389667461445,94622400
2022-04-11,3155.989013671875,3186.8292971930982,3145.7089191648,3166.2691081789494,107966400
2022-04-12,3166.269287109375,3186.82947728541,3135.429001845323,3155.9891920213577,92691200
2022-04-13,3176.54931640625,3186.829411281351,3145.7090317809466,3155.9891266560476,90558600
2022-04-14,3155.989013671875,3186.8292971930982,3145.7089191648,3176.549202686024,63275600
2022-04-18,3135.428955078125,3176.5493348168543,3114.86876520876,3155.9891449474894,101496000
2022-04-19,3114.86865234375,3155.9890305925123,3114.86865234375,3135.428841468131,104508400
2022-04-20,3227.94970703125,3248.509896248009,3135.428855555832,3145.7089501642117,164354800
2022-04-21,3412.991455078125,3454.1118340549697,3258.790033914957,3289.6303181475905,337363200
2022-04-22,3402.71142578125,3423.2716156651245,3320.4706662457515,3371.871140955438,168301800
2022-04-25,3382.151123046875,3474.671974437215,3299.9103662554617,3371.8710284479484,179082600
2022-04-26,3433.5517578125,3464.392043062313,3382.1512823961452,3392.4313774794164,131930600
2022-04-27,3382.151123046875,3464.3918798382883,3382.151123046875,3402.711312244728,118272800
2022-04-28,3680.27392578125,3731.6743996050104,3567.1928833689767,3608.313262427985,443163800
2022-05-09,3423.271484375,3567.1928080424177,3423.271484375,3546.6326189470724,351637800
2022-05-10,3330.750732421875,3361.591016981337,3217.669689037182,3217.669689037182,498444800
2022-05-11,3289.63037109375,3371.8711303710934,3289.63037109375,3330.7507507324217,198922600
2022-05-12,3238.22998046875,3310.1906467013887,3176.5494094122023,3279.350361173115,162727200
2022-05-13,3207.389404296875,3248.50978127504,3186.8292158077925,3238.2296870304986,165507800
2022-05-17,3227.94970703125,3289.6302746815286,3207.3895178144903,3207.3895178144903,149548800
2022-05-18,3248.510009765625,3299.910484603689,3207.389629895174,3279.3502946684634,162519200
2022-05-19,3248.510009765625,3258.790104733238,3186.8294399599486,3207.389629895174,127740400
2022-05-20,3289.63037109375,3310.190560913086,3269.0701812744137,3269.0701812744137,106866400
2022-05-23,3238.22998046875,3320.47074187748,3207.389694940476,3310.1906467013887,144005200
2022-05-24,3258.7900390625,3310.1905128647477,3248.5099443020504,3269.070133822949,134555000
2022-05-25,3227.94970703125,3310.190463898288,3217.66961242287,3248.509896248009,132635400
2022-05-27,3330.750732421875,3341.030827275029,3269.0701633029516,3289.6303530092596,155078600
2022-05-30,3371.870849609375,3371.870849609375,3289.6300971798782,3371.870849609375,117617200
